"","Symbol","X.tax_id","GeneID","LocusTag","Synonyms","dbXrefs","chromosome","map_location","description","type_of_gene","Symbol_from_nomenclature_authority","Full_name_from_nomenclature_authority","Nomenclature_status","Other_designations","Modification_date","Feature_type","H1975_Veh_vs_H1975_C36","H3255_Veh_vs_H3255_C36","H820_Veh_vs_H820_E07","H1975_Veh_vs_H1975_E07","H3255_E07_vs_H3255_C36","H820_Veh_vs_H820_C36","H820_E07_vs_H820_C36","H3255_Veh_vs_H3255_E07","A549_E07_vs_A549_C36","H1975_E07_vs_H1975_C36","A549_Veh_vs_A549_E07","A549_Veh_vs_A549_C36"
"13620","LINC03066",9606,285766,"-","-","HGNC:HGNC:27767|Ensembl:ENSG00000263667","6","6p25.3","long intergenic non-protein coding RNA 3066","ncRNA","LINC03066","long intergenic non-protein coding RNA 3066","O","-",20231010,"-",0.0107046734575338,0,0,0.0107507554464214,0,0,0,0,0,0,0,0
"13621","LINC03068",9606,105378568,"-","-","HGNC:HGNC:56640","10","10q26.3","long intergenic non-protein coding RNA 3068","ncRNA","LINC03068","long intergenic non-protein coding RNA 3068","O","-",20231010,"-",-0.168506,0.628105,0.572892,-0.0468217,-0.376468,0.17094,-0.403289,1.00885,-0.0343904,-0.119044,0.0226101,-0.0120682
"13622","LINC03069",9606,642484,"-","-","HGNC:HGNC:56641|Ensembl:ENSG00000206129","18","18q21.2","long intergenic non-protein coding RNA 3069","ncRNA","LINC03069","long intergenic non-protein coding RNA 3069","O","-",20231010,"-",0,-0.0093662790625794,0.980253,0,-0.0094759985294053,-0.354511,-1.33713,0,0,0,0,0
"13623","LINC03073",9606,128071541,"-","-","HGNC:HGNC:56651","7","7p22.1","long intergenic non-protein coding RNA 3073","ncRNA","LINC03073","long intergenic non-protein coding RNA 3073","O","-",20231010,"-",-0.0885721,-0.0503906,0.0193829,-0.247729,-0.0752892,-0.547813,-0.568541,0.0295749,0.523727,0.161662,-0.402113,0.122453
"13624","LINC03074",9606,100505685,"-","-","HGNC:HGNC:56654|Ensembl:ENSG00000251249","4","4q31.3","long intergenic non-protein coding RNA 3074","ncRNA","LINC03074","long intergenic non-protein coding RNA 3074","O","-",20231010,"-",0,0,0,0,0,0,0,0,0.0061287329619919,0,-0.630888,0.0039397086959825
"13625","LINC03077",9606,128071542,"-","-","HGNC:HGNC:56657","X","Xq21.33","long intergenic non-protein coding RNA 3077","ncRNA","LINC03077","long intergenic non-protein coding RNA 3077","O","RP11-485F13.1",20231010,"-",0,0.380407,0,0,-0.305677,0,0,0.691409,0,0,0,0
"13626","LINC03078",9606,128193286,"-","-","HGNC:HGNC:56665|Ensembl:ENSG00000231412","19","19q13.31","long intergenic non-protein coding RNA 3078","ncRNA","LINC03078","long intergenic non-protein coding RNA 3078","O","CTC-490G23.2",20231026,"-",-0.0251158498261057,0,0,0,0,0,0,0,0.886904,-0.0252254413367532,-0.0438694075720224,-0.0239630042994823
"13627","LINC03080",9606,124903562,"-","-","HGNC:HGNC:56670","15","15q26.3","long intergenic non-protein coding RNA 3080","ncRNA","LINC03080","long intergenic non-protein coding RNA 3080","O","-",20231010,"-",0.0591143,0,0.566568,0.400538,0,0.543369,-0.0242045,0,0,-0.338433,0,0
"13628","LINC03082",9606,101927646,"-","-","HGNC:HGNC:56676","13","13q34","long intergenic non-protein coding RNA 3082","ncRNA","LINC03082","long intergenic non-protein coding RNA 3082","O","-",20231010,"-",1.77484,-0.0019798651021166,0.29412,-0.302146,2.25071,-0.426883,-0.723945,-0.0093952469591664,-0.119971,2.07917,-0.0244613,-0.146942
"13629","LINC03085",9606,128266841,"-","-","HGNC:HGNC:56691","19","19p12","long intergenic non-protein coding RNA 3085","ncRNA","LINC03085","long intergenic non-protein coding RNA 3085","O","-",20231010,"-",-0.831421,0.250678,-0.721461,2.00071,0.826755,0.0290720276384188,0.0479054720012463,-0.572617,-0.435187,-2.82674,0.41903,-0.0173516
"13630","LINC03086",9606,388780,"-","-","HGNC:HGNC:56701","20","20p13","long intergenic non-protein coding RNA 3086","ncRNA","LINC03086","long intergenic non-protein coding RNA 3086","O","-",20231010,"-",-0.0266765999999999,0,-0.0105672999999999,0.407518,0.0353678614222139,1.07516,1.08471,-0.034950823474302,-0.104718,-0.431646,0.404542,0.299327
"13631","LINC03088",9606,124903027,"-","-","HGNC:HGNC:56710|Ensembl:ENSG00000257883","12","12q24.22","long intergenic non-protein coding RNA 3088","ncRNA","LINC03088","long intergenic non-protein coding RNA 3088","O","-",20231010,"-",0.108076,0,0.015666121365576,-0.0641062,0.0297292065423917,0.0155642218508923,0,-0.0293987461599314,-0.743223,0.174769,-1.05723,-1.8005
"13632","LINC03090",9606,105375675,"-","-","HGNC:HGNC:56719","8","8q22.3","long intergenic non-protein coding RNA 3090","ncRNA","LINC03090","long intergenic non-protein coding RNA 3090","O","-",20231010,"-",0.306504,-0.0284899999999999,-0.129903,1.40035,1.43098,3.1362,3.26519,-1.45642,1.77194,-1.09032,-0.95524,0.817225
"13633","LINC03091",9606,101928237,"-","-","HGNC:HGNC:56720","4","4p16.2","long intergenic non-protein coding RNA 3091","ncRNA","LINC03091","long intergenic non-protein coding RNA 3091","O","-",20231010,"-",-0.497389,0.24172,-0.430547,-0.0889293999999999,0.0594134,-0.0291924,0.401891,0.188082,0.132931,-0.406018,2.17566,2.30356
"13634","LINC03092",9606,107985164,"-","-","HGNC:HGNC:56721","18","18q21.2","long intergenic non-protein coding RNA 3092","ncRNA","LINC03092","long intergenic non-protein coding RNA 3092","O","-",20231010,"-",0,-0.612588,0.262044,-0.0086449471331221,-0.616443,0.105576,-0.15774,0.00847439,0,0.0086775863323782,0,0
"13635","LINC03094",9606,101928523,"-","lnc-SMC2-1","HGNC:HGNC:56725|Ensembl:ENSG00000285483","9","9q31.1","long intergenic non-protein coding RNA 3094","ncRNA","LINC03094","long intergenic non-protein coding RNA 3094","O","-",20231010,"-",0,0,0.0534564295533484,0,0,0.284796,-0.0440313190063181,0,0,0,0.096653581321814,0.0968838727484073
"13636","LINC03095",9606,100506289,"-","-","HGNC:HGNC:56738|Ensembl:ENSG00000233760","7","7p15.2","long intergenic non-protein coding RNA 3095","ncRNA","LINC03095","long intergenic non-protein coding RNA 3095","O","lnc-SNX10-87",20231010,"-",0.77363,-0.0244762818386821,-0.179935,0.260784,0.0842329,1.10798,1.2875,-0.0259573501726027,0,0.515192,0,0
"13637","LINC03098",9606,101928336,"-","-","HGNC:HGNC:56745|Ensembl:ENSG00000230392","X","Xq24","long intergenic non-protein coding RNA 3098","ncRNA","LINC03098","long intergenic non-protein coding RNA 3098","O","-",20231010,"-",-0.536661,0,2.7156,0.0471063,0,-0.212748,-2.92987,0,0.583405,-0.580255,-1.08529,-0.501721
"13638","LINC03099",9606,101927476,"-","-","HGNC:HGNC:56750|Ensembl:ENSG00000236393","X","Xp11.4","long intergenic non-protein coding RNA 3099","ncRNA","LINC03099","long intergenic non-protein coding RNA 3099","O","-",20231010,"-",-0.147656,0.0120904275424459,-0.423825,-0.798826,0.0041995974078968,-0.541106,-0.117838,1.5502,1.04454,0.656134,0.166196,1.2105
"13639","LINC03102",9606,102724548,"-","HHLA3-AS1","HGNC:HGNC:40277|Ensembl:ENSG00000226088|AllianceGenome:HGNC:40277","1","1p31.1","long intergenic non-protein coding RNA 3102","ncRNA","LINC03102","long intergenic non-protein coding RNA 3102","O","HHLA3 antisense RNA 1",20231010,"-",0.0122841,-0.385981,-0.175435,-0.610042,0.235408,-0.375951,-0.201486,-0.617444,-0.132983,0.624684,1.57341,1.44294
"13640","LINC03104",9606,102724219,"-","-","HGNC:HGNC:56834","21","21p12","long intergenic non-protein coding RNA 3104","ncRNA","LINC03104","long intergenic non-protein coding RNA 3104","O","-",20231010,"-",-0.318071,-0.005130424726519,-0.0110721857792959,-0.186914,0.0341294,0,0.0110626651740743,-0.0052563938126065,-0.248465,-0.128092,0.351215,0.10187
"13641","LINC03105",9606,102724951,"-","-","HGNC:HGNC:56835|Ensembl:ENSG00000276077","21","21p11.2","long intergenic non-protein coding RNA 3105","ncRNA","LINC03105","long intergenic non-protein coding RNA 3105","O","-",20231010,"-",-0.261128,0.132522,-0.427162,0.0653966,-0.130652,-0.862023,-0.435676,0.267139,-0.0833802,-0.323472,0.0921623999999999,0.00850543
"13642","LINC03106",9606,100506422,"-","-","HGNC:HGNC:56836|Ensembl:ENSG00000276759","9","9p21.2","long intergenic non-protein coding RNA 3106","ncRNA","LINC03106","long intergenic non-protein coding RNA 3106","O","dUTPase-like protein|putative deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323|putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323",20231010,"-",-0.0060677488814882,0,0.0070792485170857,0,0,0.0070374422745364,0,0,0,-0.0060943983079863,0,0
"13643","LINC03107",9606,124903648,"-","-","HGNC:HGNC:56841","16","16p13.12","long intergenic non-protein coding RNA 3107","ncRNA","LINC03107","long intergenic non-protein coding RNA 3107","O","-",20231010,"-",0.59476,-0.307597,0.166324,0.5474,0.571777,1.3456,1.178,-0.874245,0.280174,0.0508094,0.478145,0.757802
"13644","LINC03108",9606,130512932,"-","-","HGNC:HGNC:56844","1","1q42.3","long intergenic non-protein coding RNA 3108","ncRNA","LINC03108","long intergenic non-protein coding RNA 3108","O","-",20231010,"-",0.103984,0.387852,0.0376076,-0.148596,-1.50535,-0.141114,-0.179912,1.8962,-0.0566766999999999,0.255147,0.104384,0.0471732
"13645","LINC03109",9606,105374166,"-","-","HGNC:HGNC:56845","3","3q25.2","long intergenic non-protein coding RNA 3109","ncRNA","LINC03109","long intergenic non-protein coding RNA 3109","O","-",20231010,"-",0.891608,0,0,0.60925,0.0196007265612378,0,0,-0.01937811670625,-1.0545,0.284744,0.575639,-0.476487
"13646","LINC03111",9606,130572099,"-","-","HGNC:HGNC:56850|Ensembl:ENSG00000267686","18","18q21.32","long intergenic non-protein coding RNA 3111","ncRNA","LINC03111","long intergenic non-protein coding RNA 3111","O","-",20231026,"-",0.0296059641300273,0,-0.085884858313265,0.0297024954911413,0,-0.0311712929590203,1.47879,0,0,0,0,0
"13647","LINC03113",9606,107985715,"-","-","HGNC:HGNC:56854","X","Xp22.31","long intergenic non-protein coding RNA 3113","ncRNA","LINC03113","long intergenic non-protein coding RNA 3113","O","-",20231010,"-",0.0062267187089423,0,-1.09825,0.0062471884285223,0,0.173109,1.26913,0,0,0,0,0
"13648","LINC03114",9606,105373125,"-","-","HGNC:HGNC:56855","X","Xp22.31","long intergenic non-protein coding RNA 3114","ncRNA","LINC03114","long intergenic non-protein coding RNA 3114","O","-",20231010,"-",0,0,-0.0081016599059013,0,0,0,0.0080973130126105,0,0,0,0,0
"13649","LINC03117",9606,105370672,"-","lincRTL","HGNC:HGNC:56883","14","14q32.31","long intergenic non-protein coding RNA 3117","ncRNA","LINC03117","long intergenic non-protein coding RNA 3117","O","-",20231010,"-",0.027442,-0.0153764,-0.123048,-0.13418,-0.971961,0.236042,0.35793,0.96121,0.0145264,0.164382,-0.0482211,-0.0338207
"13650","LINCMD1",9606,101154644,"-","LINC-MD1|MIR133BHG","MIM:614933|HGNC:HGNC:49089|AllianceGenome:HGNC:49089","6","6p12.2","long intergenic non-protein coding RNA, muscle differentiation 1","ncRNA","LINCMD1","long intergenic non-protein coding RNA, muscle differentiation 1","O","MIR133B host gene (non-protein coding)|long noncoding RNA, muscle differentiation 1",20231010,"-",0,0,0,0,0,0,0,0,-0.061997198083456,0,0.135244200142417,1.17432
"13651","LINGO1",9606,84894,"-","LERN1|LRRN6A|MRT64|UNQ201","MIM:609791|HGNC:HGNC:21205|Ensembl:ENSG00000169783|AllianceGenome:HGNC:21205","15","15q24.3","leucine rich repeat and Ig domain containing 1","protein-coding","LINGO1","leucine rich repeat and Ig domain containing 1","O","leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1|leucine rich repeat neuronal 6A|leucine-rich repeat and immunoglobulin domain-containing protein 1|leucine-rich repeat neuronal protein 1",20231010,"-",-0.657902,0.160027,0.482898,1.64711,-0.0442393,0.995075,0.511037,0.208738,-0.18025,-2.3004,-0.0974234,-0.277745
"13652","LINGO1-AS1",9606,253044,"-","-","HGNC:HGNC:27368|Ensembl:ENSG00000259666|AllianceGenome:HGNC:27368","15","15q24.3","LINGO1 antisense RNA 1","ncRNA","LINGO1-AS1","LINGO1 antisense RNA 1","O","-",20231010,"-",-0.0171830589748328,0,0,-0.0175932923259002,0.0152814629560136,0,0,-0.0151000170302715,0,0.0321383,0,0
"13653","LINGO2",9606,158038,"-","LERN3|LRRN6C","MIM:609793|HGNC:HGNC:21207|Ensembl:ENSG00000174482|AllianceGenome:HGNC:21207","9","9p21.2-p21.1","leucine rich repeat and Ig domain containing 2","protein-coding","LINGO2","leucine rich repeat and Ig domain containing 2","O","leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2|leucine rich repeat neuronal 6C|leucine-rich repeat neuronal protein 3|leucine-rich repeat neuronal protein 6C",20231010,"-",-0.609917,0,0.0469952,0.0015723873345412,0,0.149134,0.100279,0,1.09251,-0.0024021925544002,2.29863,3.39304
"13654","LINGO3",9606,645191,"-","LERN2|LRRN6B","MIM:609792|HGNC:HGNC:21206|Ensembl:ENSG00000220008|AllianceGenome:HGNC:21206","19","19p13.3","leucine rich repeat and Ig domain containing 3","protein-coding","LINGO3","leucine rich repeat and Ig domain containing 3","O","leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3|leucine rich repeat neuronal 6B|leucine-rich repeat neuronal protein 2|leucine-rich repeat neuronal protein 6B",20231010,"-",0.399009,0.0103507038269557,-1.48547,-0.763042,0.0081735036906325,-0.945513,0.538555,0.361437,-0.0706784,1.16561,-1.68992,-1.76056
"13655","LINGO4",9606,339398,"-","DAAT9248|LRRN6D|PRO34002","MIM:609794|HGNC:HGNC:31814|Ensembl:ENSG00000213171|AllianceGenome:HGNC:31814","1","1q21.3","leucine rich repeat and Ig domain containing 4","protein-coding","LINGO4","leucine rich repeat and Ig domain containing 4","O","leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 4|leucine-rich repeat neuronal protein 6D",20231010,"-",-0.0993213999999999,0,-0.0045223179028395,-1.59268,0,-0.0050555683205368,-0.171699,0,-1.73045,1.49636,-0.0051520312978482,-0.0170729973832109
"13656","LINP1",9606,108570035,"-","PARROT","HGNC:HGNC:53170|AllianceGenome:HGNC:53170","10","10p14","lncRNA in non-homologous end joining pathway 1","ncRNA","LINP1","lncRNA in non-homologous end joining pathway 1","O","Proliferation Associated RNA and Regulator Of Translation|lncRNA in nonhomologous end joining (NHEJ) pathway 1|lncRNA in nonhomologous end joining pathway 1",20231021,"-",-0.113218,0,0.0429187035106318,0.292533,0,0.174219,-0.0381018085191343,0,0.16459,-0.403206,0.0343603,0.19844
"13657","LINS1",9606,55180,"-","LINS|MRT27|WINS1","MIM:610350|HGNC:HGNC:30922|Ensembl:ENSG00000140471|AllianceGenome:HGNC:30922","15","15q26.3","lines homolog 1","protein-coding","LINS1","lines homolog 1","O","protein Lines homolog 1|WINS1 protein with Drosophila Lines (Lin) homologous domain|wnt-signaling molecule Lines homolog 1",20231010,"-",-0.00118734,-0.204742,-0.0414243,0.0163139,-0.173754,0.0098879,0.0501473,-0.0262687,0.0344125,-0.014901,-0.158929,-0.124728
"13658","LIPA",9606,3988,"-","CESD|LAL","MIM:613497|HGNC:HGNC:6617|Ensembl:ENSG00000107798|AllianceGenome:HGNC:6617","10","10q23.31","lipase A, lysosomal acid type","protein-coding","LIPA","lipase A, lysosomal acid type","O","lysosomal acid lipase/cholesteryl ester hydrolase|acid cholesteryl ester hydrolase|cholesterol ester hydrolase|cholesteryl esterase|lipase A, lysosomal acid, cholesterol esterase|lysosomal acid lipase|sterol esterase",20231106,"-",0.0892418,0.00874948,-0.0462965,0.0656316,0.127572,-0.0464567,-0.0013487,-0.114238,0.0440521,0.02624,-0.0755293,-0.0316759
"13659","LIPC",9606,3990,"-","HDLCQ12|HL|HTGL|LIPH","MIM:151670|HGNC:HGNC:6619|Ensembl:ENSG00000166035|AllianceGenome:HGNC:6619","15","15q21.3","lipase C, hepatic type","protein-coding","LIPC","lipase C, hepatic type","O","hepatic triacylglycerol lipase|Triacylglycerol lipase|hepatic lipase|lipase member C|lipase, hepatic|lysophospholipase|phospholipase A1",20231111,"-",-1.11133,-0.367654,1.12204,0.0052064991224186,0.786332,0.68065,-0.443217,0,0.286052,-0.0112252513059605,-0.110463,0.174884
"13660","LIPC-AS1",9606,101928694,"-","-","HGNC:HGNC:52294|Ensembl:ENSG00000259293|AllianceGenome:HGNC:52294","15","15q21.3","LIPC antisense RNA 1","ncRNA","LIPC-AS1","LIPC antisense RNA 1","O","-",20231010,"-",-0.0047126053046999,0,0.0065796621910873,-0.0055930623958975,0,0.0065367643394737,0,0,-0.006919798290265,0.242199,0,-0.0068939250898229
"13661","LIPE",9606,3991,"-","AOMS4|FPLD6|HSL|LHS|REH","MIM:151750|HGNC:HGNC:6621|Ensembl:ENSG00000079435|AllianceGenome:HGNC:6621","19","19q13.2","lipase E, hormone sensitive type","protein-coding","LIPE","lipase E, hormone sensitive type","O","hormone-sensitive lipase|lipase, hormone-sensitive|monoacylglycerol lipase LIPE|retinyl ester hydrolase",20231010,"-",0.0427279999999999,0.0424065999999999,0.237993,0.0481754,0.0179160999999999,0.351169,0.111881,0.0289239,0.030019,-0.00270353,-0.195155,-0.165751
"13662","LIPE-AS1",9606,100996307,"-","-","HGNC:HGNC:48589|Ensembl:ENSG00000213904|AllianceGenome:HGNC:48589","19","19q13.2","LIPE antisense RNA 1","ncRNA","LIPE-AS1","LIPE antisense RNA 1","O","CTB-50E14.6",20231010,"-",-0.156568,0.649222,-0.247126,-0.091501,0.953088,-0.388245,-0.142308,-0.299308,0.574721,-0.062659,-0.046377,0.527529
"13663","LIPF",9606,8513,"-","GL|HGL|HLAL","MIM:601980|HGNC:HGNC:6622|Ensembl:ENSG00000182333|AllianceGenome:HGNC:6622","10","10q23.31","lipase F, gastric type","protein-coding","LIPF","lipase F, gastric type","O","gastric triacylglycerol lipase|gastric lipase|lipase, gastric",20231010,"-",0,0,0,0,0,-0.0111446262214317,-0.0112207420318701,0,0,0,0,0
"13664","LIPG",9606,9388,"-","EDL|EL|PRO719","MIM:603684|HGNC:HGNC:6623|Ensembl:ENSG00000101670|AllianceGenome:HGNC:6623","18","18q21.1","lipase G, endothelial type","protein-coding","LIPG","lipase G, endothelial type","O","endothelial lipase|endothelial cell-derived lipase|lipase, endothelial|lipoprotein lipase H|phospholipase A1",20231113,"-",0.0779526,-0.301143,0.251707,0.0847998,-1.19024,0.196187,-0.0566661999999999,0.893831,-0.298149,-0.00416423,0.0248818,-0.27447
"13665","LIPH",9606,200879,"-","AH|ARWH2|HYPT7|LAH2|LPDLR|PLA1B|mPA-PLA1","MIM:607365|HGNC:HGNC:18483|Ensembl:ENSG00000163898|AllianceGenome:HGNC:18483","3","3q27.2","lipase H","protein-coding","LIPH","lipase H","O","lipase member H|LPD lipase-related protein|lipase, member H|mPA-PLA1 alpha|membrane-associated phosphatidic acid-selective phospholipase A1-alpha|membrane-bound phosphatidic acid-selective phospholipase A1|phospholipase A(1)|phospholipase A1 member B",20231015,"-",0.0435104,0.24217,0.00303447,-0.0535982,0.513028,0.0292634,0.0250448,-0.266325,0.027705,0.0997871,-0.044617,-0.0170935
"13666","LIPJ",9606,142910,"-","LIPL1|bA425M17.2","MIM:613921|HGNC:HGNC:21773|Ensembl:ENSG00000204022|AllianceGenome:HGNC:21773","10","10q23.31","lipase family member J","protein-coding","LIPJ","lipase family member J","O","lipase member J|lipase J|lipase-like abhydrolase domain-containing protein 1|lipase-like, ab-hydrolase domain containing 1",20231010,"-",-0.0175724,0,0.288411,0.00581623,0,0.112909,-0.176613,0,0.00864018,-0.0206225,0.140206,0.148985
"13667","LIPK",9606,643414,"-","LIPL2|bA186O14.2","MIM:613922|HGNC:HGNC:23444|Ensembl:ENSG00000204021|AllianceGenome:HGNC:23444","10","10q23.31","lipase family member K","protein-coding","LIPK","lipase family member K","O","lipase member K|lipase K|lipase-like abhydrolase domain-containing protein 2|lipase-like, ab-hydrolase domain containing 2",20231010,"-",0.355862,0,0,0.74274,0,-0.0158426445268718,-0.0159445243787746,0,0,-0.382741,0,0
"13668","LIPM",9606,340654,"-","LIPL3|bA304I5.1","MIM:613923|HGNC:HGNC:23455|Ensembl:ENSG00000173239|AllianceGenome:HGNC:23455","10","10q23.31","lipase family member M","protein-coding","LIPM","lipase family member M","O","lipase member M|lipase M|lipase-like abhydrolase domain-containing protein 3|lipase-like, ab-hydrolase domain containing 3",20231105,"-",0,0,0,0,0,0,0,0,0,0,0.0070365377991699,0.0070597955569872
"13669","LIPN",9606,643418,"-","ARCI8|LI4|LIPL4|bA186O14.3","MIM:613924|HGNC:HGNC:23452|Ensembl:ENSG00000204020|AllianceGenome:HGNC:23452","10","10q23.31","lipase family member N","protein-coding","LIPN","lipase family member N","O","lipase member N|lipase-like abhydrolase domain-containing protein 4",20231010,"-",0,0,0,0,0,0,0,0,0.0064654565846663,0,-0.0063980089874685,0
