gene	cell_line	condition	regulation	p_value	q_value	A549_C36_vs_Veh	A549_E07_vs_C36	A549_E07_vs_Veh	H1975_C36_vs_Veh	H1975_E07_vs_C36	H1975_E07_vs_Veh	H3255_C36_vs_Veh	H3255_E07_vs_C36	H3255_E07_vs_Veh	H820_C36_vs_Veh	H820_E07_vs_C36	H820_E07_vs_Veh
ASAP3-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.19593		
ASAP3-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-1.19486
ASB4	H3255	E07_vs_C36	upregulated	0.00085	0.00855419								0.629253				
ASB4	H3255	E07_vs_Veh	upregulated	0.0025	0.0196441									0.745618			
ASF1B	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.20554							
ASF1B	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.996858						
ASF1B	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.1787					
ASF1B	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.23052			
ASMTL-2	H3255	E07_vs_Veh	upregulated	0.00015	0.00192713									1.4145			
ASMTL-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.623224	
ASNS	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.569347				
ASNS	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.777435			
ASPG	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.594766				
ASS1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.519179				
ATAD1-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-4.16309								
ATAD1-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.91654							
ATAD1-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-2.24891						
ATAD1-2	H3255	E07_vs_C36	downregulated	0.00035	0.00411365								-2.1167700000000003				
ATAD1-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-2.42328			
ATAD1-2	H820	E07_vs_C36	upregulated	0.00045	0.0344006999999999											1.20769	
ATF3	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.5796100000000001											
ATF3	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							0.799566					
ATF3	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.38671				
ATF3	H3255	E07_vs_Veh	downregulated	0.00015	0.00192713									-0.5916710000000001			
ATF6B-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.08828							
ATF6B-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.20066		
ATF6B-4	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.683389											
ATF6B-4	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.721317									
ATF6B-4	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				2.3515200000000003								
ATF6B-4	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.22259							
ATF6B-4	H1975	E07_vs_Veh	upregulated	0.0014	0.0281782						1.12541						
ATF6B-4	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.59187					
ATF6B-4	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.94723			
ATF6B-4	H820	E07_vs_C36	downregulated	0.0002	0.0165570999999999											-0.598739	
ATG16L1-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.7393							
ATG16L1-2	H1975	E07_vs_Veh	downregulated	0.00025	0.00769781						-1.1072						
ATG16L1-2	H3255	C36_vs_Veh	upregulated	0.0001	0.00773911							0.711129					
ATG16L1-2	H3255	E07_vs_C36	downregulated	0.00445	0.0327486								-0.759138				
ATG16L1-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.1373799999999998		
ATOH8	H1975	E07_vs_Veh	upregulated	0.00045	0.012283						0.710477						
ATP13A2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.70023				
ATP13A2-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.8524520000000001											
ATP13A2-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			1.37321									
ATP13A2-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.64576					
ATP13A2-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.39524			
ATP13A2-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.12125		
ATP13A2-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.94435	
ATP13A2-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.8245100000000001
ATP13A4	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.8431780000000001				
ATP13A4	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.780049			
ATP1A2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.00026							
ATP1A2	H1975	E07_vs_Veh	upregulated	0.00175	0.0330973						0.655755						
ATP5IF1-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		4.05335										
ATP5IF1-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			3.63051									
ATP5IF1-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										4.27452		
ATP5IF1-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-3.8691	
ATP6AP1-DT	H3255	E07_vs_C36	upregulated	0.00385	0.029311								0.5232289999999999				
ATP6AP1L	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.63476							
ATP6AP1L	H3255	E07_vs_C36	upregulated	0.0024	0.0198995								0.505838				
ATP6AP1L	H3255	E07_vs_Veh	upregulated	0.00435	0.0304904									0.543966			
ATP8A1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.500737							
ATP8A1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.596475				
ATP8A1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.606974			
ATP8B3	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.550082											
AUH	H3255	E07_vs_Veh	upregulated	0.0002	0.00247709									0.510231			
AURKB	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.505534			
AXIN2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.19335				
AXIN2	H3255	E07_vs_Veh	upregulated	0.0001	0.00135278									0.6436109999999999			
B2M-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.916079							
B2M-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.09384	
B3GALNT2-2	H1975	E07_vs_Veh	upregulated	0.0009	0.0204345						1.2553299999999998						
B3GALNT2-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.33528	
B3GAT1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.550083				
B3GAT1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.518729			
B3GNT8	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.542473				
B3GNT8	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.534176			
B4GALNT1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.759825				
B4GALNT1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.942481			
BAG6-5	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.8584										
BAG6-5	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-2.09037									
BAG6-5	H1975	C36_vs_Veh	upregulated	0.0005	0.0367437				0.512772								
BAG6-5	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.597549							
BATF3	H3255	E07_vs_C36	downregulated	0.0003	0.00361843								-0.503167				
BBC3	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.513651				
BBC3	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.626138			
BBS1	H3255	E07_vs_Veh	upregulated	0.0004	0.00444972									0.541049			
BCAP29	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.32661		
BCAR1-2	H820	C36_vs_Veh	downregulated	0.0002	0.00957077										-0.817649		
BCAR1-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.0396	
BCAS1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								3.10643				
BCAS3	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.5789270000000001				
BCAS3	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.778029			
BCL3	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.664644				
BCL3	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.804951			
BCL6	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.806937			
BCO1-2	A549	E07_vs_C36	upregulated	0.0001	0.00919716		3.47134										
BCO1-2	A549	E07_vs_Veh	upregulated	0.0001	0.00785286			4.19461									
BDNF-AS	H3255	E07_vs_C36	upregulated	0.00245	0.0202411								1.08487				
BDP1-3	H1975	C36_vs_Veh	downregulated	0.0001	0.00925397				-0.7017479999999999								
BDP1-3	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.1005						
BEAN1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.771123				
BFAR	A549	C36_vs_Veh	upregulated	0.00045	0.0190045	0.5194479999999999											
BFAR	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.48778										
BFAR	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.968922									
BFAR	H1975	C36_vs_Veh	downregulated	0.00025	0.0207227				-0.662862								
BFAR	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.2776							
BFAR	H1975	E07_vs_Veh	upregulated	0.00035	0.00998837						0.611815						
BFAR	H3255	E07_vs_C36	downregulated	0.0007	0.0073096								-0.587854				
BFAR	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.18898	
BFAR-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-3.79492											
BFAR-2	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-3.71774									
BFAR-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					2.86096							
BFAR-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.91929						
BFAR-2	H820	E07_vs_C36	upregulated	0.00035	0.0276272											2.3144	
BFSP1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.616791				
BFSP1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.58572			
BHLHE40	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.916161				
BHLHE40	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.928344			
BICC1	H3255	E07_vs_C36	downregulated	0.00065	0.00691301								-0.697002				
BMERB1	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.849059								
BMERB1	H1975	E07_vs_Veh	downregulated	0.0001	0.00359652						-0.816318						
BMF	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.524029							
BMF	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.608306						
BMF	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.932037				
BMF	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.0013299999999998			
BMPER	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.755339			
BMX	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.728105				
BMX	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.821961			
BNIP3	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.564284						
BNIP3	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.6854020000000001			
BNIPL	H3255	E07_vs_C36	upregulated	0.0001	0.00143002								0.554063				
BOLA2-SMG1P6	H1975	C36_vs_Veh	upregulated	0.0001	0.00925397				0.5228229999999999								
BOLA2-SMG1P6	H1975	E07_vs_C36	downregulated	0.00205	0.035304					-0.587376							
BOLA2B	A549	C36_vs_Veh	upregulated	0.00035	0.0157452	1.44706											
BOLA2B	A549	E07_vs_C36	downregulated	0.0004	0.0309799		-1.40355										
BOLA2B	H820	E07_vs_C36	upregulated	0.00055	0.0405828											4.6805900000000005	
BOLA2B	H820	E07_vs_Veh	upregulated	0.0001	0.00551569												5.01586
BOP1-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.87448											
BOP1-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.2031400000000003										
BOP1-2	H1975	E07_vs_Veh	downregulated	0.00055	0.0144291						-1.57374						
BRD2	H3255	E07_vs_Veh	downregulated	0.00015	0.00192713									-0.885338			
BRD2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.959982		
BRD2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.03662
BRD7P5	A549	E07_vs_C36	downregulated	0.00045	0.0341979		-1.0816										
BRSK2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.08356								
BRSK2	H1975	E07_vs_Veh	downregulated	0.0029	0.047391						-0.61041						
BST2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.562859											
BTBD8	H3255	E07_vs_C36	upregulated	0.00125	0.0117088								0.53469				
BTN2A1	A549	C36_vs_Veh	upregulated	0.0001	0.00520597	1.98772											
BTN2A1-2	A549	E07_vs_C36	upregulated	0.00015	0.0131959		1.14566										
BTN2A1-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.15691		
BTN2A1-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.26755
BTN3A2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.624668			
BZW1P2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.571109				
C10orf95-AS1	H3255	E07_vs_Veh	upregulated	0.0001	0.00135278									0.527393			
C11orf52	H3255	E07_vs_Veh	upregulated	0.00015	0.00192713									0.5982390000000001			
C11orf54	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.56604				
C11orf54	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.675137			
C11orf96	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.5175930000000001				
C11orf96	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.550503			
C12orf76	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.6421479999999999				
C14orf28	H1975	E07_vs_C36	upregulated	0.0006	0.013634					0.590889							
C14orf28	H3255	E07_vs_C36	upregulated	0.0008	0.00811184								0.556552				
C15orf48	H3255	E07_vs_Veh	downregulated	0.0054	0.036231									-1.1050799999999998			
C16orf74	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.6362220000000001			
C17orf107	H3255	E07_vs_C36	upregulated	0.0051	0.0364816999999999								0.6725399999999999				
C17orf114	H3255	E07_vs_C36	upregulated	0.00055	0.00602866								0.89384				
C1GALT1C1-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.2698					
C1GALT1C1-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.76099			
C1R	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.04871								
C1R	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.04615						
C1RL	A549	E07_vs_C36	upregulated	0.0003	0.0235733		0.904437										
C1RL	H3255	E07_vs_C36	downregulated	0.0053	0.0375288								-2.24363				
C1orf116	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.820382				
C1orf116	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.5350010000000001			
C22orf23	H3255	E07_vs_Veh	upregulated	0.004	0.0285167									0.779699			
C2CD4A	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.66193				
C2CD4A	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.64683			
C2CD4A	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.5949909999999999		
C2orf74-DT	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.534641			
C3	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.5792510000000001							
C3	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.547856						
C3orf18	H3255	E07_vs_C36	upregulated	0.0008	0.00811184								0.673005				
C4A	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.882716							
C4B	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.03022							
C4B	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.672281						
C4orf19	H1975	E07_vs_C36	downregulated	0.00035	0.00888817					-0.833076							
C5AR1	H1975	E07_vs_C36	upregulated	0.0004	0.00988531					0.58443							
C5AR1	H1975	E07_vs_Veh	upregulated	0.0003	0.00880485						0.687027						
C8orf33	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	1.41204											
C8orf33	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.4183										
C8orf33	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.10028					
C8orf33	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.12829			
C8orf33	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.64458		
C8orf33	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.49426	
CA11	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.533261						
CA9	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.5166390000000001							
CA9	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.696289						
CABLES1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.550462				
CABLES1	H3255	E07_vs_Veh	upregulated	0.00015	0.00192713									0.504231			
CACFD1-2	H3255	E07_vs_Veh	downregulated	0.00085	0.00832706									-0.508456			
CACHD1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.599197			
CACNA1H	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.720774							
CACNA1H	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.612926						
CACNG6	H1975	E07_vs_Veh	upregulated	0.0001	0.00359652						0.689933						
CADM2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.566906				
CALCOCO1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.716335				
CALCOCO1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.937585			
CALCR	H1975	E07_vs_C36	upregulated	0.0013	0.0249409					0.579918							
CALML5	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.709693				
CALML5	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.706522			
CANX	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.505157
CAP1P2	H3255	E07_vs_Veh	downregulated	0.00045	0.00490265									-0.704558			
CAPN13	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.18094				
CAPN3	H3255	E07_vs_Veh	upregulated	0.0034	0.0251679									1.1739700000000002			
CAPN8	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.652219				
CAPN8	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.579488			
CARF	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.5106539999999999						
CARS1	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.24364										
CARS1	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.792908									
CARS1	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.4348							
CARS1	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.42532						
CARS1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.0147700000000002				
CARS1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.865401			
CARS1	H820	C36_vs_Veh	upregulated	0.00025	0.0115979										0.6139060000000001		
CARS1	H820	E07_vs_Veh	upregulated	0.0001	0.00551569												0.66992
CARS1-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.6088640000000001								
CARS1-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-0.813567					
CARS1-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.8496610000000001			
CARS1-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-2.36663		
CARS1-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-2.18638
CASP1	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.8376879999999999											
CASP1	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.992943									
CASP4	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.527883		
CASP4-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.45443								
CASP4-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.58882						
CASP4-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.49258					
CASP4-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.902686				
CASP4-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									2.39188			
CASP4-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.3574	
CASP4-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.32916
CASP8	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.599572			
CASTOR1	H3255	E07_vs_Veh	upregulated	0.0005	0.00533008									0.680211			
CASTOR3P	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.507556				
CASTOR3P	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.5530609999999999			
CAV1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.976748				
CAV1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.586283			
CAVIN1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.686742				
CAVIN1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.8593			
CBS	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.933099									
CBS	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.8572219999999999							
CBS	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.594426		
CC2D1A-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.04675											
CC2D1A-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.29303										
CC2D1A-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.0491700000000002							
CC2D1A-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.65621						
CC2D1A-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.43833					
CC2D1A-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.27509				
CCDC103	H3255	E07_vs_C36	upregulated	0.00035	0.00411365								0.550311				
CCDC113	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.540227				
CCDC113	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.533636			
CCDC146	H1975	E07_vs_Veh	upregulated	0.00015	0.00493931						0.8249059999999999						
CCDC18-AS1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.860597				
CCDC18-AS1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.771018			
CCDC68	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.5290060000000001			
CCL2	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-1.80774				
CCL2	H3255	E07_vs_Veh	downregulated	0.0016	0.0137748									-1.7355900000000002			
CCL22	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.7898310000000001				
CCL22	H3255	E07_vs_Veh	downregulated	0.00135	0.0120142									-0.661271			
CCL5-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	2.13316											
CCL5-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.8839										
CCN2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.530093			
CCN4	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-0.902392				
CCN4	H3255	E07_vs_Veh	downregulated	0.00085	0.00832706									-0.91512			
CCN5	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.25083							
CCN5	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.28674						
CCNB1IP1	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.7345								
CCNB1IP1	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.80089						
CCNB1IP1	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.18446					
CCNB1IP1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-2.52768				
CCNB1IP1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.34762			
CCNB1IP1	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.737857	
