gene,H1975_Veh_vs_H1975_C36,H3255_Veh_vs_H3255_C36,H820_Veh_vs_H820_E07,H1975_Veh_vs_H1975_E07,H3255_E07_vs_H3255_C36,H820_Veh_vs_H820_C36,H820_E07_vs_H820_C36,H3255_Veh_vs_H3255_E07,A549_E07_vs_A549_C36,H1975_E07_vs_H1975_C36,A549_Veh_vs_A549_E07,A549_Veh_vs_A549_C36
SULT1E1,-0.0109414115499144,0.15774000000000002,-0.0069786501962197,0.0,0.9646969999999999,0.0,0.0069749172849607,-0.802379,-0.0006289125619849,-0.0109960048608674,0.0,-0.0006257760644481
SULT2B1,0.06322230000000001,0.300735,-0.0476798,0.09381510000000001,0.599514,0.24055100000000001,0.28713,-0.294369,0.149628,-0.027953700000000005,0.184538,0.3340619999999999
SULT6B1,0.0128097961633428,0.0,0.0,0.0128518215450449,0.0,0.0,0.0,0.0,1.21469,0.0,-1.72448,-0.5141180000000001
SULT6B2P,-0.31593000000000004,-0.122929,0.031928700000000004,-0.646018,0.08240080000000001,0.0466356,0.013574000000000001,-0.200674,0.0,0.333235,0.0,0.0
SUMF1,-0.0530974,-0.0329829,-0.142025,-0.152674,0.275986,-0.0625374,0.07834010000000001,-0.304427,0.215655,0.102185,0.019829,0.23515300000000003
SUMF2,-0.0708789,-0.0175183,-0.0781278,-0.0889713999999999,0.0652809,-0.0613771999999999,0.015586000000000001,-0.0782621999999999,-0.0195476,0.0207610999999999,0.037893800000000005,0.0182387
SUMO1,0.0494903,0.06610360000000001,0.0281046,0.0321163,0.0478746999999999,-0.00734103,-0.036612,0.0227693,0.0992523999999999,0.020009,-0.034769,0.0643128
SUMO1P2,-1.0635299999999999,-1.22535,1.17074,-1.4023700000000001,0.041488300000000006,2.07523,0.9033709999999999,-1.26258,0.535728,0.343989,0.276252,0.8141649999999999
SUMO1P3,-0.00624595,0.25247600000000003,-0.027399,-0.0633789999999999,0.0510474,0.104651,0.13087200000000002,0.20592800000000003,-0.0324458,0.0597861,0.129308,0.0970043
SUMO1P4,-0.30600900000000003,-1.50102,0.22330100000000003,-0.167331,-0.0140696,-0.616133,-0.84062,-1.48117,-0.7229220000000001,-0.13515,0.806645,0.0844366999999999
SUMO2,0.241862,-0.0293206999999999,0.030175900000000002,0.140528,-0.183973,0.0172777,-0.014079,0.159144,0.0714392,0.103966,0.2086889999999999,0.28004
SUMO2P1,-1.7773599999999998,-0.693455,1.50753,-1.42537,-0.20109000000000002,1.26236,-0.246246,-0.487432,-0.061760300000000004,-0.3488449999999999,-0.640296,-0.703041
SUMO2P1-2,-0.8657520000000001,0.511567,1.3276,-1.45787,1.13715,0.143985,-1.1842700000000002,-0.620591,-1.19527,0.595542,-0.244725,-1.43939
SUMO2P1-3,-0.0378945425658158,-0.667263,-2.35507,-0.0321704012608361,-1.8134599999999998,-2.49709,-0.142805,1.1519,0.538321,-0.2439889999999999,-1.0715,-0.531892
SUMO2P1-4,-1.57105,0.61529,0.268142,0.0147818962430659,0.541972,0.0608188,0.0,0.0777089,-0.430381,-0.0435187937498785,-1.13053,-1.5652700000000002
SUMO2P1-5,0.251695,0.177993,0.0765871415620104,0.027210682189722002,0.06874060000000001,0.787629,-0.0448453587660351,0.11498,1.01889,0.0,0.302063,1.31982
SUMO2P1-6,-0.0250762,0.12921400000000002,0.396961,0.58983,-0.0315604,-0.135199,-0.533349,0.165402,-0.6917449999999999,-0.611973,0.2576969999999999,-0.4346899999999999
SUMO2P1-7,-0.0114381588903621,-0.8220069999999999,0.44197700000000006,-0.0254781931175444,-0.0266516399890228,-1.33385,-1.77715,0.015015496267219998,-0.0499496999999999,1.1568,-0.0301065003069617,-0.0312006593082809
SUMO2P1-8,-0.659582,-0.00706424,1.3919700000000002,-0.9042209999999999,0.16239,-0.199235,-1.5926,-0.165169,0.67135,0.2488639999999999,-2.15797,-1.4863
SUMO2P10,-0.407219,0.725893,0.18571500000000002,0.127976,0.629813,-0.1665859999999999,-0.353553,0.100101,-0.2391889999999999,-0.5308350000000001,1.14619,0.9071600000000001
SUMO2P11,-1.11269,-1.20744,0.4325699999999999,-1.42383,-0.425308,-2.4119,-2.84598,-0.77741,-0.330884,0.31305,-0.993361,0.0
SUMO2P17,-0.796711,-0.058899400000000005,-0.156841,-0.226857,-0.2368579999999999,-0.447325,-0.291464,0.182543,0.7290399999999999,-0.5663,-0.352533,0.3769409999999999
SUMO2P20,-0.9104040000000001,-0.8666159999999999,-0.4684859999999999,-1.9206299999999998,0.359719,1.39554,1.8620400000000001,-1.22241,-1.49176,1.0155299999999998,1.9137,0.4208189999999999
SUMO2P21,-0.122579,-0.0158992999999999,-0.594603,0.198414,-0.201469,-0.32766100000000004,0.265718,0.1904549999999999,0.2322199999999999,-0.3186239999999999,-0.231393,0.000493818
SUMO2P3,-0.0987424,0.115847,-0.0741512,0.0124965,-0.118361,-0.0649324,0.00801461,0.238815,0.0693169999999999,-0.108465,-0.0694578,-0.00046800300000000004
SUMO2P4,2.16664,0.493458,0.0,0.165236,-0.229765,1.12574,-0.0618178999999999,0.729961,0.0,2.00142,0.0330594053835681,0.0331399147959063
SUMO2P6,-0.8194290000000001,0.0393574,0.653579,-0.299739,0.189273,-0.136466,-0.791043,-0.145314,-0.28372800000000004,-0.516622,-0.11679400000000001,-0.400977
SUMO2P7,1.30338,0.0,0.0,0.6155520000000001,0.0272956240509075,-0.0573046956100214,-0.0576892631985233,-0.0269728183688914,0.1527069999999999,0.68991,-0.757378,-0.610865
SUMO2P8,-0.0162408482600285,-0.0133113326113102,0.0,0.0,1.20013,-0.0300095720765404,-0.030287622781317997,-0.0304074167291336,0.0,-0.016310176694079,0.0,0.0
SUMO3,0.01757,-0.0286503,0.00481388,0.0621067,-0.0292483,-0.037844300000000004,-0.0438168,0.00513921,0.0296005,-0.0418916,0.0878872,0.117355
SUMO4,-1.50086,0.533309,-0.0485755,-1.28216,0.72955,0.190993,0.237668,-0.19129200000000002,0.0626467352479829,-0.216732,-2.4615,0.0115437421830199
SUN1,0.00801989,-0.0378505,-0.1284829999999999,0.0487227,-0.134391,-0.114955,0.0123759,0.10114,0.0546809999999999,-0.0380222,-0.0807195,-0.0263097
SUN2,-0.130156,-0.0617396,-0.04635,-0.13184400000000002,0.0246091,-0.0160846,0.029093,-0.08185010000000001,0.058707,0.00435896,0.0400213,0.0985023
SUN3,-0.0345071999999999,-1.0612700000000002,-1.88117,-0.17116900000000002,-0.0234474149288725,-1.89275,-0.012226,0.0111814749636537,0.0,0.1393569999999999,0.0079305717933852,0.0079500560587699
SUNO1,-0.63175,-0.056650900000000004,0.665157,-0.714511,0.8974790000000001,-0.0538909,-0.719803,-0.9479860000000001,-0.886351,0.085406,0.21734,-0.669593
SUOX,0.00566692,0.027254400000000005,0.0372489,-0.161829,0.229893,0.0165244,-0.021880900000000002,-0.198009,0.00743889,0.170172,-0.0113157999999999,-0.00399842
SUPT16H,-0.00926024,0.0282949,-0.00683642,0.12605,-0.183613,-0.0495423,-0.0438767,0.21646100000000001,-0.0175715999999999,-0.132629,0.024852000000000003,0.00705816
SUPT16HP1,-0.0224165,0.0107652,0.0735838,0.459355,-0.26256,0.209812,0.135143,0.277897,-0.0672227,-0.478984,0.0760647,0.00855836
SUPT20H,0.0225315,-0.06754860000000001,0.0143488,-0.0149431,-0.0822169,-0.061371,-0.0768855,0.0192773,-0.0725702,0.0401286999999999,-0.0446361,-0.117218
SUPT20HL1,-0.0019530675257136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018235388889921,-0.0019614526273218,-0.0018116516406238,0.0
SUPT3H,-0.00320348,0.414078,-0.058499300000000004,-0.0853201,0.193349,-0.0682567999999999,-0.0108816,0.22540700000000002,-0.17508900000000002,0.0846854,-0.179121,-0.354498
SUPT4H1,-0.0387719,-0.0485125,0.0404339,0.0213128,0.0102167,0.0220873,-0.0194987,-0.05419500000000001,0.0230743,-0.0574564,-0.00817663,0.0147842
SUPT4H1P1,-0.670285,-0.0680105,-1.09923,-1.7456,-2.3045,-0.211416,0.887242,2.24142,-0.157797,1.07923,-0.292075,-0.45158400000000004
SUPT4H1P2,1.69513,-1.93861,-1.15806,0.0795608999999999,-0.392627,-1.47579,-0.31898000000000004,-1.5403200000000001,0.053533000000000004,1.6211,0.85505,0.9106479999999999
SUPT5H,-0.08093550000000001,-0.0705084,-0.0345783,-0.0144848999999999,0.00815668,-0.0344184,-0.000986435,-0.07407810000000001,-0.130893,-0.0637554999999999,-0.0527878,-0.183908
SUPT6H,-0.00533431,0.0314223,0.0233322999999999,-0.0120945,0.00635709,-0.00994498,-0.0344246,0.029654400000000004,-0.0675841,0.00939963,-0.0410342,-0.10884500000000001
SUPT7L,-0.0925078,-0.0839044,-0.0896563,-0.0369135,-0.0365903,-0.0896707,-0.00117543,-0.042661300000000006,-0.20075,-0.0529054999999999,-0.092181,-0.293101
SUPV3L1,0.0132025,-0.019206,-0.07807760000000001,0.102605,-0.164703,-0.139995,-0.06309450000000001,0.150064,0.0185482,-0.0867487,0.0856289,0.10399800000000001
SURF1,-0.0147904641493114,0.0,0.0623077025549258,0.0,0.0,0.0618963077474939,0.0,0.0,0.0,-0.0148537222823814,0.0,0.0
SURF1-2,0.575442,3.08948,0.345435,1.9633099999999999,3.51499,0.13298900000000002,-0.2144989999999999,-0.42151700000000003,-0.717979,-1.38449,2.91185,2.19429
SURF2,1.40701,0.0,0.0453846746384077,1.8352,0.0419345809970816,0.271421,-0.0377285678154829,-0.0414619636345753,0.679975,-0.42428,-0.0628189841727921,-0.0397434266925262
SURF2-2,-3.15373,-0.719551,0.3028889999999999,0.26314,-2.5345400000000002,-1.5495299999999999,-1.85345,1.81995,-1.69353,-3.4167300000000003,0.3447,-1.34934
SURF4,-0.12395,0.0331046,0.0538774,0.44147200000000003,1.2427700000000002,0.535767,0.481308,-1.20476,-1.10113,-0.5633699999999999,0.13911800000000002,-0.960312
SURF4-2,-1.73678,0.804188,0.731751,-0.00473138,0.34215500000000004,0.645822,-0.0873029,0.467129,-0.8821459999999999,-1.72911,0.560551,-0.3214079999999999
SURF6-2,-0.2983389999999999,-0.350812,0.53705,-1.1342299999999998,-0.481275,0.0316966,-0.5064930000000001,0.134851,-0.562092,0.8382930000000001,0.09772180000000001,-0.46465100000000004
SUSD1,0.07863510000000001,0.210471,-0.0641317,0.0922665,0.231796,-0.0742442,-0.0112726,-0.0166254999999999,0.0358070999999999,-0.0110365,0.2241119999999999,0.259681
SUSD2,0.0724341,0.1184369999999999,-0.212098,-0.8292940000000001,0.516501,-0.164088,0.0467719,-0.3935639999999999,-0.00888058,0.904573,0.337032,0.32794
SUSD3,0.113896,0.501329,0.0783346,0.21106100000000003,0.711782,0.121498,0.042073900000000004,-0.2069099999999999,-0.42382,-0.09448530000000001,0.446272,0.0229424
SUSD4,0.191057,-0.0282709999999999,0.0668131999999999,0.0436125999999999,0.1492,0.22135100000000002,0.15333,-0.172875,0.140779,0.1499349999999999,-0.03478030000000001,0.0
SUSD5,0.188915,0.013885,-0.0795556,0.27770100000000003,-0.126941,-0.0364654,0.0417961,0.145366,0.00384283,-0.085296,0.132805,0.136237
SUSD6,0.00625558,-0.00282768,-0.0808128,-0.101575,-0.0893361999999999,-0.1026349999999999,-0.022993,0.0910813,-0.138503,0.11048800000000002,-0.0903735,-0.229183
SUV39H1,-0.00965238,0.152542,0.0210555,0.2200659999999999,-0.0563179999999999,0.017707900000000002,-0.00449659,0.213425,-0.000569841,-0.227019,0.138285,0.137498
SUV39H2,-0.027484500000000002,0.101025,-0.0220632999999999,0.308685,-0.19083,-0.0931985,-0.07231510000000001,0.29641,0.0696187,-0.333503,0.0194652999999999,0.08885010000000002
SUV39H2-DT,0.416538,-0.684802,-0.0620429,0.305766,0.240011,0.140489,0.201308,-0.920327,0.0410542,0.11332300000000001,-0.021557,0.0190537
SUZ12,0.0388291,-0.0273589999999999,-0.00746006,0.165767,-0.11746500000000001,-0.0651578,-0.0588706,0.09467,0.08069130000000001,-0.1243609999999999,-0.0364108,0.0440184
SUZ12P1,-0.00606248,-0.0211502999999999,-0.23362800000000003,0.235781,0.059745900000000005,-0.134643,0.0978568,-0.0763303999999999,0.119376,-0.238866,-0.0422547,0.0770865
SV2A,-0.0748598,-0.149545,-0.0179434,-0.395597,-0.377608,0.00742436,0.0241897,0.23275700000000002,-0.2345699999999999,0.3232219999999999,-0.505417,-0.7409600000000001
SVBP,0.026263400000000003,0.021152400000000002,0.141818,0.0601620999999999,0.0981265,0.100268,-0.042769,-0.0724388999999999,0.0379598,-0.031177,0.0688099,0.10664900000000001
SVEP1,-1.40202,0.070236,0.09600260000000001,-0.821111,-0.170559,0.260908,0.164186,0.24524400000000002,-0.00517736,-0.578852,-0.132104,-0.137678
SVIL,0.0389377,0.0490366,0.07046380000000001,0.0265060999999999,0.0685163,0.00250864,-0.0691066,-0.0148694,-0.00658367,0.0151243,-0.00967064,-0.0167053
SVIL-AS1,0.00117741,-0.21424200000000002,-0.0622309999999999,0.185454,-0.266426,-0.0452533,0.0158078,0.0567558,-0.0136946,-0.181752,-0.0812285,-0.0952096
SVIL2P,0.657506,-0.039204665091330006,0.0085147271607141,0.81075,-2.09977,-1.00432,-0.0170230962268305,-0.0092302468709251,0.3059699999999999,-0.150092,0.199844,0.505344
SVIP,0.0217875,-0.0421621,0.148359,-0.0289848,-0.110529,0.0895822,-0.0598293,0.072951,-0.18584,0.053526,0.165702,-0.020161500000000002
SVOP,-0.0014934692526844,-0.0017327898751381,0.0,-0.0017746348422583,0.033242,-0.0039121561653549,-0.0039367160706093,-0.0017743034302757,0.0,0.2436429999999999,0.0028699100932751,0.0028769652331431
SVOPL,-0.501893,0.429093,0.0,-0.936226,0.8616450000000001,-0.0623727798005877,-0.0627530982798506,-0.4280899999999999,0.0,0.4360239999999999,0.0,0.0
SWAP70,0.0632593,0.061375900000000004,-0.00459979,0.0207206999999999,-0.0982258999999999,0.0505261,0.0539754,0.164159,0.0640931,0.045159500000000005,0.0672948999999999,0.131183
SWI5,-0.0701502,-0.111312,-0.0107379,-0.000445449,-0.08663610000000001,-0.1014299999999999,-0.0918265,-0.020084,0.176043,-0.0669998999999999,0.00032746,0.176045
SWINGN,1.0579100000000001,0.0054621354785237,-0.402889,-0.713583,0.0,1.11329,1.5143,0.0054820411599664,0.0481584,1.7742799999999999,-0.283368,-0.2382699999999999
SWSAP1,-0.0497875999999999,-0.0575053,0.0527942,-0.101588,-0.041819800000000004,0.0839613999999999,0.0300265999999999,-0.0112612,-0.08849320000000001,0.0545916999999999,0.347948,0.2594079999999999
SWT1,0.0126512,-0.0646207,0.208091,-0.1247619999999999,0.447867,-0.00275122,-0.211977,-0.507885,-0.0174892,0.139998,-0.0370116,-0.0547751999999999
SYAP1,0.0179851,0.0181522,0.0230907999999999,0.0234848,0.0192310999999999,0.0343921,0.010135700000000001,0.0034903,0.08116960000000001,-0.00285554,-0.042628,0.0383955999999999
SYBU,-0.0705823999999999,-0.0378707,-0.100106,0.134597,0.9044629999999999,-0.0535179999999999,0.0454353,-0.937887,-0.05443730000000001,-0.20278,0.030567900000000002,-0.023999400000000004
SYCE1L,-0.735232,0.17491500000000001,-0.347523,-0.643043,0.614417,-0.182641,0.163402,-0.435198,0.181206,-0.0894074,0.332329,0.513772
SYCE2,-0.168959,-0.141848,-0.343825,0.029271600000000002,0.0450765,-0.580685,-0.237954,-0.1824319999999999,0.414074,-0.195571,-0.341778,0.0723853
SYCE3,-0.276067,-0.245429,-1.68412,-0.633564,0.24125300000000002,-2.56276,-0.880049,-0.482296,-0.0708825,0.359912,0.2133489999999999,0.14292
SYCP2,0.11066300000000001,-0.124357,-0.242627,0.1650569999999999,0.32468600000000003,-0.04694380000000001,0.194497,-0.44463800000000003,0.2541219999999999,-0.051595100000000005,-0.0028624,0.251203
SYCP2L,-2.47555,0.0461228,0.9224450000000001,0.2105719999999999,0.2918969999999999,-0.15043,-1.07482,-0.241393,-0.302613,-2.68548,-0.00889585,-0.311567
SYCP3,1.07851,-0.581713,0.625861,-0.620145,0.3558449999999999,0.46892,-0.15826700000000002,-0.9327059999999999,-0.400819,1.70045,-0.135999,-0.536279
SYDE1,-0.130633,0.268883,-0.12604300000000002,0.00149978,-0.061595000000000004,-0.121503,0.00335321,0.334756,-0.0999349,-0.129522,0.0394413,-0.0605995
SYDE2,0.313698,0.0643052,0.223791,0.106056,0.562558,0.184033,-0.040976,-0.493625,0.236379,0.21023000000000003,-0.199659,0.036546800000000004
SYF2,-0.0470402,0.0487801,0.0036111999999999,-0.0742439,0.112597,0.0183854,0.0136107,-0.0592597,0.0869441,0.0297007,-0.104573,-0.0178581
SYK,-0.0699644,0.024337400000000002,0.070752,-0.438428,0.314265,0.198682,0.126775,-0.2852909999999999,-0.893624,0.371113,0.790045,-0.10389100000000001
SYMPK,-0.0703452,0.0277300999999999,-0.0004585509999999,-0.00555202,0.0155129,0.060550400000000004,0.0598521,0.016767400000000002,-0.0813427999999999,-0.0621274999999999,-0.00802492,-0.0897073999999999
SYN1,-0.0129074999999999,-1.06067,0.1368599999999999,0.0385980999999999,-0.0418037,0.0551041999999999,-0.0828301,-1.01432,0.5932350000000001,-0.0487638,-0.373907,0.219034
SYN2,0.463315,0.354549,0.0287625,0.45185600000000004,-0.13832,0.177012,0.14715,0.495392,0.0858828,0.0137277,0.101701,0.187471
SYN3,0.0685267,0.0,-0.359186,0.0,0.0,1.19859,1.5569600000000001,0.0,0.0038303155721704,0.324221,-0.544045,0.0026154268503831
SYN3-AS1,-0.0127997865349942,0.0,1.85658,-0.0118237717034634,0.0,1.68504,-0.171224,0.0,-0.0022472805269064,-0.11886300000000001,0.0044432877580607,0.999343
SYNC,0.28847,0.391314,0.25363,-0.0332574999999999,1.02714,0.28417600000000004,0.0293716,-0.631143,0.0325927,0.324322,0.10944300000000001,0.141824
SYNCRIP,0.0467173,0.0296765999999999,0.018721900000000003,0.194853,-0.131215,-0.0250263,-0.0449131,0.165452,0.055053,-0.145506,-0.00265905,0.0522514
SYNDIG1,-1.95753,-0.0221048545648349,0.0120989542218453,-1.5825799999999999,-1.35969,0.0120249163565005,0.0,-0.0086354535191412,0.139172,-0.369186,0.1269,0.265948
SYNDIG1L,0.0123167,0.022039700000000002,0.406352,0.0408390999999999,-0.293723,0.545423,0.137771,0.320307,0.16734100000000002,-0.0261718999999999,0.278456,0.44533900000000004
SYNE1,0.2548539999999999,0.15288,-0.19137300000000002,-0.151608,0.267322,-0.0701408,0.120126,-0.109873,0.0117027,0.40915,0.0160565,0.0276937
SYNE1-AS1,1.40286,-2.11527,-0.1079636621428345,-0.208671,-0.140762,-0.12409688819156699,-0.219256,-1.9687599999999998,2.02146,1.6159299999999999,0.2619869999999999,2.28098
SYNE2,0.051577,0.00335773,0.0596040999999999,-0.1486839999999999,0.324604,0.16664600000000002,0.10591800000000001,-0.3165929999999999,0.014446700000000002,0.202851,0.146879,0.161234
SYNE3,0.322719,0.591167,0.5533100000000001,0.351992,0.455829,0.328813,-0.22576100000000002,0.139541,0.0332063,-0.0264435999999999,0.367747,0.400549
SYNE4,-0.336294,0.0149135999999999,-0.386866,-0.389474,0.331517,-0.379895,0.00587262,-0.312107,-0.7843100000000001,0.05595930000000001,0.0165824,-0.76646
SYNGAP1,-0.159735,0.760722,-0.4466819999999999,0.08207300000000001,0.0641577,-1.23126,-0.7856609999999999,0.700703,-0.350377,-0.24008200000000002,-0.631613,-0.9807520000000001
SYNGAP1-2,0.9429649999999999,-0.009097556540535,1.61038,-0.9738120000000001,-0.856575,-0.0829998,-1.6940099999999998,-0.0050269013282207,-1.3976600000000001,1.91956,0.6229210000000001,-0.7767270000000001
SYNGR1,0.0887755,-0.1845369999999999,0.09827530000000001,-0.136742,0.0379237,0.00725867,-0.0921745,-0.217937,0.185533,0.228336,-0.178572,0.00681976
SYNGR2,-0.0517524,0.045421800000000005,-0.0496158,-0.174752,-0.0416881999999999,0.000397651,0.0488499,0.0916314,0.0154598999999999,0.125693,0.0402478,0.055603
SYNGR2P1-3,-0.0104981885987407,-0.943305,-0.019009400000000003,-0.0243022305658042,-2.15726,-0.6618729999999999,-0.643546,1.2182600000000001,-0.114829,1.21674,-1.9302099999999998,-2.04497
SYNGR3,-0.0052049178738344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052439885812102,0.0,0.0
SYNGR3-2,-0.624398,0.0,-1.65114,-0.289269,0.012623133765995002,-0.900602,0.748839,-0.0124790412781562,0.17156400000000002,-0.331092,-0.115942,0.05452130000000001
SYNGR4,-0.0981701,-0.622458,0.0509193,-0.612355,0.3164,0.10916500000000001,0.0570916999999999,-0.9336,0.580639,0.516893,-0.169573,0.4104609999999999
SYNJ1,-0.0175493,-0.101625,0.0411653,-0.00698537,-0.1793809999999999,-0.0869513999999999,-0.12924000000000002,0.0823927,-0.0929668,-0.00789635,-0.0328626,-0.12609800000000002
SYNJ2,0.000621359,-0.0140138,-0.030443900000000003,-0.09753350000000001,-0.0708429,0.00119121,0.0304736,0.0614155,-0.0110453,0.1007919999999999,0.266807,0.255603
SYNJ2BP,-0.0110405,0.0237093,0.0137341,-0.0189226,-0.2003079999999999,-0.0183285999999999,-0.0332503,0.22860300000000003,0.08848610000000001,0.010533200000000001,-0.1176779999999999,-0.029391900000000006
SYNJ2BP-COX16,-0.0285313870381838,-0.254278,-0.0617488293157854,0.0,0.531776,-0.0250209961188731,1.3111,-0.781169,-0.505961,-0.0286528826556169,-2.9885,-3.49508
SYNM,0.031073900000000005,-0.0593179999999999,0.0156,-0.032361,-0.22534200000000001,0.025647900000000005,0.00887299,0.170646,0.0236435,0.0661428,-0.0461783,-0.0229682
SYNPO,0.0468742,0.372756,0.0386394,-0.334978,0.40007600000000004,0.0989121,0.0591174,-0.0228527,-0.0300843,0.384517,-0.0355777,-0.0659161
SYNPO2,0.131459,-0.96952,-0.165973,-0.705067,-0.659172,-0.101764,0.0629933,-0.306114,0.060435800000000005,0.839133,0.0369043,0.0970348
SYNPO2L,0.145249,0.919891,-0.104439,-0.132012,0.0690858,-0.442375,-0.33902600000000005,0.856492,-0.496587,0.279896,-1.0816299999999999,-1.5811
SYNPO2L-AS1,0.0125509963581235,0.0,0.0,-2.50699,0.0,0.0,0.0,0.0,0.0,0.0704014189991685,0.0,0.0
SYNRG,0.10443,0.467834,0.549904,-0.329251,-0.059532400000000006,0.242968,-0.308352,0.532066,0.08817,0.435647,-0.7983680000000001,-0.709716
SYNRG-2,-0.17011300000000001,-0.8773780000000001,1.17661,-0.795463,-0.301644,0.0463839,-1.13095,-0.571447,-1.04207,0.62974,0.21538000000000002,-0.825413
SYP,-0.0580909,-0.129592,-0.0944753999999999,0.0735165,0.548779,0.131241,0.2244929999999999,-0.673819,-0.112892,-0.128897,0.0814087,-0.0316913
SYPL1,0.10556700000000001,0.0586096,0.0772215,0.102117,-0.127082,0.0737244,-0.00466793,0.19026300000000002,0.0847622,0.0061043999999999,0.00445742,0.08903480000000001
SYPL1P2,0.11424100000000001,-0.200545,0.13892100000000002,0.635702,-0.310607,0.822993,0.683242,0.1151259999999999,0.288552,-0.518872,0.16635,0.4550649999999999
SYPL2,-0.11951600000000001,-0.287078,-0.173048,0.289825,0.70485,-0.693351,-0.522081,-0.9870709999999999,-0.299193,-0.407065,0.609865,0.309702
SYS1,0.00661325,-0.0812166,0.0276132,0.0248554,-0.20461400000000002,-0.00564746,-0.034435400000000005,0.127915,-0.00464332,-0.0155687999999999,0.0130985999999999,0.00823959
